,smiles,paragraphText,namerxndef,yield,product,reactant,agent,solvent,product_name,reactant_name,agent_name,solvent_name
41,[CH3:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([n:15]1)[SH:16]>O.O.O.O.O.O.O.O.O.[OH-].[OH-].[Ba+2]>[CH3:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([n:15]1)[S:16](=O)(=O)O |f:1.2.3.4.5.6.7.8.10.11.12|,"This thiol (9.16 g) was dissolved in a solution of barium hydroxide octahydrate (12.62 g) in water (250 ml) and the solution filtered. To the stirred and ice-cooled solution was then added dropwise 30% aqueous hydrogen peroxide (14.0 ml). After allowing to warm to room-temperature the mixture was heated on the steam bath for one hour with stirring. The resultant solution was filtered hot and then allowed to cool whereupon the barium salt of the sulphonic acid crystallised from solution. To the suspension of the barium salt was added with stirring 1.0N aqueous sulphuric acid (40 ml) and the resultant mixture heated on the steam bath for 15 minutes and then allowed to cool. The precipitate of barium sulphate was filtered off and the filtrate concentrated to dryness in vacuo and the residue treated with ethanol and reconcentrated to dryness. Trituration with ethanol, filtration and washing with acetone gave 6-(4-toluoyl)-pyridine-2-sulphonic acid (8.93 g) as a yellow solid. M.p. > 300°.",Sulfanyl to sulfonic acid oxidation,[80.6008],['Cc1ccc(C(=O)c2cccc(S(=O)(=O)O)n2)cc1'],['Cc1ccc(C(=O)c2cccc(S)n2)cc1'],['O.O.O.O.O.O.O.O.[Ba+2].[OH-].[OH-]'],['O'],['6-(4-toluoyl)-pyridine-2-sulphonic acid'],['6-(4-toluoyl)-pyridine-2-thiol'],['barium hydroxide octahydrate'],['water']
42,COC(=O)[CH:1]1[C:2]([NH:3][C:4]([C:5]11[C:6]([N:7]2[CH2:8][CH2:9][CH2:10][c:11]3[cH:12][cH:13][cH:14][c:15]1[c:16]32)=[O:17])=[O:18])=[O:19]>O.Cl.CO.N#C[K]>[O:19]=[C:2]1[CH2:1][C:5]2([C:4]([NH:3]1)=[O:18])[C:6]([N:7]1[CH2:8][CH2:9][CH2:10][c:11]3[cH:12][cH:13][cH:14][c:15]2[c:16]31)=[O:17],"To a suspension of ethyl α-cyano-5,6-dihydro-2-oxo-△1,α-4H-pyrrolo[3,2,1-ij]quinolineacetate (8.47 g, 0.03 mole) in methanol (30 ml) was added potassium cyanide (2.93 g, 0.04 mole) and the mixture was stirred for 3 hours at room temperature. The resulant solution was cooled at 0°C., saturated with hydrogen chloride gas and allowed to stand overnight. The mixture was warmed at 50°C for an hour and refluxed for 4 hours. After cooling, an addition of water (30 ml) gave a viscous tar containing 4-methoxycarbonyl-5',6'-dihydrospiro[pyrrolidine-3,1'-[4H]pyrrolo[3,2,1-ij]quinoline]-2,2',5(1'H)-trione, which was extracted with benzene, washed with water and dried. Evaporation of the benzene afforded yellow oily residue, to which was added 40 ml of acetic acid and refluxed for 10 hours. After evaporation of the solvent, the residue was treated with benzene to give a fine solid. Recrystallization from ethanol yielded 2.92 g (38.0%) of 5',6'-dihydrospiro[pyrrolidine-3,1'-[4H]pyrrolo[3,2,1-ij]quinoline]-2,2',5(1'H)-trione, as colorless needes, mp. 253--255°C.",Krapcho decarboxylation,[38.0],['O=C1CC2(C(=O)N1)C(=O)N1CCCc3cccc2c31'],['COC(=O)C1C(=O)NC(=O)C12C(=O)N1CCCc3cccc2c31'],"['Cl', 'N#C[K]']","['CO', 'O']","[""5',6'-dihydrospiro[pyrrolidine-3,1'-[4H]pyrrolo[3,2,1-ij]quinoline]-2,2',5(1'H)-trione""]","[""4-methoxycarbonyl-5',6'-dihydrospiro[pyrrolidine-3,1'-[4H]pyrrolo[3,2,1-ij]quinoline]-2,2',5(1'H)-trione""]","['potassium cyanide', 'hydrogen chloride']","['water', 'methanol']"
43,[O:1]=[C:2]1[CH2:3][C:4]2([C:5]([NH:6]1)=[O:7])[C:8]([N:9]1[CH2:10][CH2:11][O:12][c:13]3[cH:14][cH:15][cH:16][c:17]2[c:18]31)=[O:19].O=S(=O)([Cl:20])Cl>O.CC(=O)O>[O:1]=[C:2]1[CH2:3][C:4]2([C:5]([NH:6]1)=[O:7])[C:8]([N:9]1[CH2:10][CH2:11][O:12][c:13]3[cH:14][c:15]([cH:16][c:17]2[c:18]31)[Cl:20])=[O:19],"To a suspension of 2',3'-dihydrospiro[pyrrolidine-3,6'-pyrrolo-[1,2,3-de][1,4]benzoxazine]-2,5,5'(6'H)-trione (1 g, 0.0039 mole) in acetic acid (10 ml) was added sulfuryl chloride (1.05 g, 0.078 mole) and the mixture was stirred for 4 hours at room temperature. After water was added, a precipitate was collected by filtration, washed with water and dried. Recrystallization from acetic acid afforded 0.53 g (46.5%) of 8'-chloro-2',3'-dihydrospiro[pyrrolidine-3,6'-pyrrolo-[1,2,3-de][1,4]benzoxazine]-2,5,5'(6'H)-trione, as colorless microcrystals, mp. 260-262°C.",Chlorination,[46.5],['O=C1CC2(C(=O)N1)C(=O)N1CCOc3cc(Cl)cc2c31'],"['O=C1CC2(C(=O)N1)C(=O)N1CCOc3cccc2c31', 'O=S(=O)(Cl)Cl']",['O'],['CC(=O)O'],"[""8'-chloro-2',3'-dihydrospiro[pyrrolidine-3,6'-pyrrolo-[1,2,3-de][1,4]benzoxazine]-2,5,5'(6'H)-trione""]","[""2',3'-dihydrospiro[pyrrolidine-3,6'-pyrrolo-[1,2,3-de][1,4]benzoxazine]-2,5,5'(6'H)-trione"", 'sulfuryl chloride']",['water'],['acetic acid']
44,[O:1]=[C:2]([O:3][Zn:4][O:5][C:6](=[O:7])[C@H:8]([OH:9])[C@@H:10]([OH:11])[C@H:12]([OH:13])[C@H:14]([OH:15])[CH2:16][OH:17])[C@H:18]([OH:19])[C@@H:20]([OH:21])[C@H:22]([OH:23])[C@H:24]([OH:25])[CH2:26][OH:27].O>[O-]C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO.O>[O:1]=[C:2]([O:3][Zn:4][O:5][C:6](=[O:7])[C@H:8]([OH:9])[C@@H:10]([OH:11])[C@H:12]([OH:13])[C@H:14]([OH:15])[CH2:16][OH:17])[C@H:18]([OH:19])[C@@H:20]([OH:21])[C@H:22]([OH:23])[C@H:24]([OH:25])[CH2:26][OH:27] |f:0.1|,"150 kg glucono-delta-lactone was dissolved in 450 kg water at 60°C. 34 kg of zonc gluconate (from Kuusankoski Oy) were added as a 30% water suspension until the pH of the solution was 5.4 and the solution was filtered. The dry substance content of the filtered solution was 24.1 % by weight.
The yield was 50% of the zinc gluconate added.",Other separation,[50.0],['O=C(O[Zn]OC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO'],[],"['O', 'O', 'O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO', 'O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O']",['O.O=C(O[Zn]OC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO'],['zinc gluconate'],[],"['glucono-delta-lactone', 'gluconate', 'water', 'water']",['zinc gluconate water']
45,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([cH:9][cH:10]1)I.[CH3:11][c:12]1[cH:13][c:14]([c:15]([c:16]([cH:17]1)[CH3:18])Br)[CH3:19]>CC(C)C[AlH]CC(C)C.CC(C)(C)[Li].C1CCOC1.Cl[Zn]Cl.[Zn].[Pd]>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([cH:9][cH:10]1)-[c:15]1[c:14]([cH:13][c:12]([cH:17][c:16]1[CH3:18])[CH3:11])[CH3:19],"Tert-butyl lithium (23 mmole) was added at -78°C. to a THF (15 mL) solution of 2-bromomesitylene (2.3 g, 11.5 mmole). After 15 minutes this solution was transferred via cannula to a suspension of zinc chloride (1.6 g, 11.5 mmole) in THF (10 mL). The resulting mixture was stirred for one hour at room temperature. In a separate flash, di-isobutylaluminum hydride (1.5 mmole) was added to a solution of palladium bis(triphenylphosphino)dichloride (535 mg, 0.76 mmole) in THF (25 mL). To this was added a THF solution (20 mL) of methyl p-iodo benzoate (2.0 g, 7.6 mmole). The zinc reagent prepared above was then added via a cannula to the palladium mixture. After stirring, the reaction was poured into 2N HCI and the product extracted into ether. After evaporation of the ether, the residue was flash chromatographed on 120 g silica gel, eluting with 2% ether in hexanes. A white solid (1.5 g, 52%) was obtained.",Negishi coupling,[52.0],['COC(=O)c1ccc(-c2c(C)cc(C)cc2C)cc1'],"['COC(=O)c1ccc(I)cc1', 'Cc1cc(C)c(Br)c(C)c1']","['CC(C)C[AlH]CC(C)C', 'Cl[Zn]Cl', '[Li]C(C)(C)C', '[Pd]', '[Zn]']","['C1CCOC1', 'C1CCOC1', 'C1CCOC1', 'C1CCOC1']","['Methyl 4-(2,4,6-trimethylphenyl)benzoate']","['2-bromomesitylene', 'methyl p-iodo benzoate']","['Tert-butyl lithium', 'di-isobutylaluminum hydride', 'zinc chloride', 'zinc', 'palladium']","['THF', 'THF', 'THF', 'THF']"
46,[O:1]=[C:2]=[N:3][c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)[N:10]([CH2:11][CH2:12][Cl:13])[CH2:14][CH2:15][Cl:16].[NH2:17][CH2:18][CH2:19][Cl:20]>CCCCN(CCCC)CCCC.CCCCCC.CCOCC.CN(C)C=O.Cl>[O:1]=[C:2]([NH:17][CH2:18][CH2:19][Cl:20])[NH:3][c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)[N:10]([CH2:11][CH2:12][Cl:13])[CH2:14][CH2:15][Cl:16],"A mixture of (β-chloroethylamine.HCl (5.80 g, 0.05 mole), hexane (60 ml), N,N-dimethylformamide (30 ml) and tributylamine (14.83 g; 0.08 mole) was cooled to -10°C, and an ether solution (100 ml) of p-bis(β-chloroethyl)aminophenyl isocyanate (12.9 g; 0.05 mole) was added with stirring. One hour later, the reaction mixture was heated at 34°C for 6 hours. Low-boiling fractions were removed by distillation under reduced pressure. The residue was poured into ice water (500 ml), and the resulting white solid was collected by filtration and dried to give N-[p-bis(β-chloroethyl)aminophenyl]-N'-(β'-chloroethyl)urea (14.61 g). The yield was 86.3%.",Isocyanate + amine urea coupling,[86.3],['O=C(NCCCl)Nc1ccc(N(CCCl)CCCl)cc1'],"['NCCCl', 'O=C=Nc1ccc(N(CCCl)CCCl)cc1']","['CCCCN(CCCC)CCCC', 'Cl']","['CCCCCC', 'CCOCC', 'CN(C)C=O']","[""N-[p-bis(β-chloroethyl)aminophenyl]-N'-(β'-chloroethyl)urea""]","['β-chloroethylamine', 'p-bis(β-chloroethyl)aminophenyl isocyanate']","['HCl', 'tributylamine']","['ether', 'N,N-dimethylformamide', 'hexane']"
47,[ClH:1].[CH2:2]=O.[I:3][c:4]1[cH:5][cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12>O.CC(=O)O.O=P(O)(O)O>[Cl:1][CH2:2][c:7]1[cH:6][cH:5][c:4]([c:13]2[cH:12][cH:11][cH:10][cH:9][c:8]21)[I:3],"A mixture of 17.8 g of 1-iodo-naphthalene, 4.4 g of paraformaldehyde, 10.4 ml of acetic acid, 14.6 ml of concentrated hydrochloric acid and 6.6 ml of phosphoric acid was stirred at 80 to 85°C and thereto another 20 ml of concentrated hydrochloric acid was added with stirring 8 times at intervals of 1 hour. The reaction mixture was poured into water and was extracted with benzene. After distilling away benzene, 18.5 g of 4-iodo-1-chloromethylnaphthalene was obtained.",Blanc chloromethylation,[87.2823],['ClCc1ccc(I)c2ccccc12'],"['C=O', 'Ic1cccc2ccccc12']",['O'],"['CC(=O)O', 'Cl', 'Cl', 'O=P(O)(O)O']",['4-iodo-1-chloromethylnaphthalene'],"['1-iodo-naphthalene', 'paraformaldehyde']",['water'],"['acetic acid', 'phosphoric acid', 'concentrated hydrochloric acid', 'concentrated hydrochloric acid']"
48,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH2:9][CH:10](O)[c:11]1[cH:12][cH:13][s:14][cH:15]1.[Cl:16]P(Cl)(Cl)(Cl)Cl>ClCCl.O[Na].O>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH2:9][CH:10]([Cl:16])[c:11]1[cH:12][cH:13][s:14][cH:15]1 |f:3.4|,"To a solution of 12.2 g of 2-t-butoxycarbonylamino-1-(3-thienyl)ethanol [prepared as described in step (a) above] in 100 ml of absolute methylene chloride was added a solution of 10.4 g of phosphorus pentachloride in 200 ml of absolute methylene chloride at 0 to -5°C. After the addition, the reaction mixture was stirred for 10 minutes. To the reaction mixture was then added a 4N aqueous solution of sodium hydroxide, and the mixture was stirred for 5 minutes. The methylene chloride layer was separated, washed with large amount of water and dried over anhydrous magnesium sulphate, and the solvent was evaporated off. The residue was subjected to silica gel column chromatography using a 1:4 by volume mixture of ethyl acetate and cyclohexane as eluent, to yield 7.3 g of the title compound melting at 63-65°C.",Hydroxy to chloro,[55.847],['CC(C)(C)OC(=O)NCC(Cl)c1ccsc1'],"['CC(C)(C)OC(=O)NCC(O)c1ccsc1', 'ClP(Cl)(Cl)(Cl)Cl']",['O.O[Na]'],"['ClCCl', 'ClCCl']",['2-t-Butoxycarbonylamino-1-chloro-1-(3-thienyl)ethane'],"['2-t-butoxycarbonylamino-1-(3-thienyl)ethanol', 'phosphorus pentachloride']",['4N aqueous solution of sodium hydroxide'],"['methylene chloride', 'methylene chloride']"
49,[OH:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]1[n:9]1[cH:10][n:11][cH:12][n:13]1>O=C(OC(=O)C(F)(F)F)C(F)(F)F.CCN(CC)CC.CCCCCC.CCOCC.CS(C)=O.ClCCl.O[K]>[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]1[n:9]1[cH:10][n:11][cH:12][n:13]1 |f:3.4|,"A solution of dimethylsulfoxide (1.05 g) in methylene chloride (10 ml) was cooled to -78°C and a solution of trifluoroacetic anhydride (1.65 ml) in methylene chloride (4 ml) was added dropwise thereto. The mixture was stirred for 1 hour under cooling. A solution of Compound IVa (1.63 g) in methylene chloride (18 ml) was added dropwise thereto and the mixture was made to react at -78°C to room temperature for 1.5 hours and then cooled to -65°C. Triethylamine (3.75 ml) was added thereto and the mixture was stirred at -65°-0°C for 1 hour. The reaction mixture was made alkaline with 5% potassium hydroxide and extracted with methylene chloride. The extract was washed with water, dried and evaporated. The residue was applied to column chromatography on silica gel (30 g). From a chloroform-methanol (100:1) fraction, 2-(1,2,4-triazol-1-yl)-cycloheptanone (Ila) (1.16 g) was obtained (yield 72%). Mp. 82-82.5°C (ether-hexane).",Albright-Goldman ketone oxidation,[72.0],['O=C1CCCCCC1n1cncn1'],['OC1CCCCCC1n1cncn1'],"['CCCCCC.CCOCC', 'CS(C)=O', 'O[K]']","['CCN(CC)CC', 'ClCCl', 'ClCCl', 'ClCCl', 'O=C(OC(=O)C(F)(F)F)C(F)(F)F']","['2-(1,2,4-triazol-1-yl)-cycloheptanone']","['2-(1,2,4-triazoi-1-yl)cycloheptanol']","['dimethylsulfoxide', 'potassium hydroxide', 'ether-hexane']","['trifluoroacetic anhydride', 'methylene chloride', 'methylene chloride', 'methylene chloride', 'Triethylamine']"
50,[OH:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][C@H:8]1[c:9]1[n:10][cH:11][cH:12][nH:13]1>CCN(CC)CC.O=C(O)C(F)(F)F.CS(C)=O.ClCCl.O[Na].O>[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]1[c:9]1[n:10][cH:11][cH:12][nH:13]1,"Dimethylsulfoxide (2.75 g) was mixed with methylene chloride (20 ml), and cooled to -76°C with stirring, whereupon a diluted solution of anhydrous trifluoroacetic acid (6.0 g) in methylene chloride (10 ml) was added dropwise thereto. The mixture was stirred for 1.5 hours under cooling and a solution of Compound IVb (3.96 g) in methylene chloride (25 ml) was added dropwise thereto. The mixture was allowed to react at -76-0°C for 1 hour, cooled to -60°C and after dropwise addition of triethylamine (9 ml), stirred for 1 hour at -60-5°C. Water was added to the reaction mixture. The mixture was made alkaline with 5% sodium hydroxide and extracted with methylene chloride. The extract was washed with water, dried and evaporated. The residue was applied to column chromatography on silica gel (40 g). From a chloroform-methanol fraction (100:1), 2-imidazolylcycloheptanone (IIb) (0.77 g) was obtained. Mp. 68-69°C.",Alcohol to ketone oxidation,[19.6632],['O=C1CCCCCC1c1ncc[nH]1'],['O[C@@H]1CCCCC[C@H]1c1ncc[nH]1'],"['CS(C)=O', 'O', 'O=C(O)C(F)(F)F', 'O[Na]']","['CCN(CC)CC', 'ClCCl', 'ClCCl', 'ClCCl']",['2-imidazolylcycloheptanone'],['trans-2-imidazolylcycloheptanol'],"['Dimethylsulfoxide', 'trifluoroacetic acid', '5% sodium hydroxide', 'Water']","['triethylamine', 'methylene chloride', 'methylene chloride', 'methylene chloride']"
51,[O-]C(=O)CN([C:1](=[O:2])[CH2:3][S:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)N1C(CCC1=O)=O.[CH3:13][C@@H:14]([NH:15][C:16](=[O:17])[CH2:18][NH2:19])[C:20](=[O:21])[OH:22]>[O-]C(=O)CN(C(=O)CSC(=O)c1ccccc1)N1C(CCC1=O)=O.CCO.O>[CH3:13][C@@H:14]([NH:15][C:16](=[O:17])[CH2:18][NH:19][C:1](=[O:2])[CH2:3][S:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[C:20](=[O:21])[OH:22],"Succinimidyl-N-(S-benzoylmercaptoacetyl)glycinate is prepared according to the method described by R. F. Schneider et al, Journal of Nuclear Medicine 25 (2), 223-229 (1984). Glycyl-D-alanine in an amount of 250 mg is dissolved in 15 ml of water and the mixture is heated to 70°C on a water bath. Meanwhile, 1 g of succinimidyl-N-(S-benzoylmercaptoacetyl)glycinate is dissolved in 40 ml of ethanol and the mixture is heated to 70°C on a water bath. The solution of glycyl-D-alanine in water is added at once to the said ethanolic solution while stirring magnetically. The mixture is then refluxed for 1 hour. After cooling, the solution is evaporated to dryness under reduced pressure. The solid residue is shaken five times with 15 ml of acetone which is each time filtered off. Benzoylmercaptoacetylglycyl-D-alanine is precipitated from the collected filtrates by the addition of diethylether. The precipitate is filtered off and dried in vacuo over phosphorous pentoxide. In this manner 174 mg (yield 31.6%) of benzoylmercaptoacetylglycyl-D-alanine are obtained as a white crystalline powder.",Transamidation,[31.6],"['C[C@@H](NC(=O)CNC(=O)CSC(=O)c1ccccc1)C(=O)O', 'O=C([O-])CN(C(=O)CSC(=O)c1ccccc1)N1C(=O)CCC1=O']","['C[C@@H](NC(=O)CN)C(=O)O', 'C[C@@H](NC(=O)CN)C(=O)O', 'O=C([O-])CN(C(=O)CSC(=O)c1ccccc1)N1C(=O)CCC1=O']",['O'],"['CCO', 'O']","['Succinimidyl-N-(S-benzoylmercaptoacetyl)glycinate', 'benzoylmercaptoacetylglycyl-D-alanine']","['Glycyl-D-alanine', 'succinimidyl-N-(S-benzoylmercaptoacetyl)glycinate', 'glycyl-D-alanine']",['water'],"['water', 'ethanol']"
52,[NH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1.[O:8]=[C:9](Cl)[CH2:10][Cl:11]>CCN(CC)CC.ClCCl.O>[O:8]=[C:9]([CH2:10][Cl:11])[NH:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1,"A mixture of aniline (9.3 g) and triethylamine (10.1 g) in dichloromethane (40 ml) was added dropwise during 1 hour to an ice-cooled solution of chloroacetyl chloride (11.3 g) in dichloromethane (40 ml). The mixture was further stirred for 18 hours. The organic phase was separated by filtration, washed with water (3 x 50 ml), dried (MgS04) and the solvent removed by evaporation to give N-phenyl-2-chloroacetamide (6.1 g) as a white solid, mp 128-129°C, which was used without further purification.",Amide Schotten-Baumann,[36.0204],['O=C(CCl)Nc1ccccc1'],"['Nc1ccccc1', 'O=C(Cl)CCl']","['CCN(CC)CC', 'O']","['ClCCl', 'ClCCl']",['N-phenyl-2-chloroacetamide'],"['aniline', 'chloroacetyl chloride']","['triethylamine', 'ice']","['dichloromethane', 'dichloromethane']"
53,[CH3:1][NH:2][C:3](=S)[N:4]1[CH2:5][CH2:6][S:7][CH:8]1[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[O:15][CH2:16][CH2:17][N:18]1[CH2:19][CH2:20][CH:21]([CH2:22][CH2:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1>COc1ccc(cc1)[C@H]1O[C@@H]1C(=O)OC.CCO>[CH3:1][NH:2][C:3](=O)[N:4]1[CH2:5][CH2:6][S:7][CH:8]1[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[O:15][CH2:16][CH2:17][N:18]1[CH2:19][CH2:20][CH:21]([CH2:22][CH2:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,"A mixture of 1.47 g of N-methyl-2-{2-[2-(4-phenylpiperidin-1-yl)ethyloxy]phenyl}thiazolidine-3-carbo- thioamide, 0.70 g of methyl trans-3-(4-methoxyphenyl)glycidate and 30 ml of ethanol is refluxed for 7 hours. 0.70 g of methyl trans-3-(4-methoxyphenyl)glycidate is added to the mixture, and the mixture is further refluxed for 5 hours. The mixture is evaporated to remove the solvent. The residue is purified by silica gel chromatography (solvent, chloroform: ethanol = 30:1), whereby 1.17 g of N-methyl-2-{2-[2-(4-phenylpiperidine-1-yl)ethyloxy]phenyl}thiazolidine-3-carboxamide are obtained. Yield: 82.3%.",Thioxo to oxo,[82.3],['CNC(=O)N1CCSC1c1ccccc1OCCN1CCC(c2ccccc2)CC1'],['CNC(=S)N1CCSC1c1ccccc1OCCN1CCC(c2ccccc2)CC1'],"['COC(=O)[C@H]1O[C@@H]1c1ccc(OC)cc1', 'COC(=O)[C@H]1O[C@@H]1c1ccc(OC)cc1']",['CCO'],['N-methyl-2-{2-[2-(4-phenylpiperidine-1-yl)ethyloxy]phenyl}thiazolidine-3-carboxamide'],['N-methyl-2-{2-[2-(4-phenylpiperidin-1-yl)ethyloxy]phenyl}thiazolidine-3-carbo- thioamide'],"['methyl trans-3-(4-methoxyphenyl)glycidate', 'methyl trans-3-(4-methoxyphenyl)glycidate']",['ethanol']
54,[OH:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[S:9][CH2:10][CH2:11][Cl:12]>CCN(CC)CC.O=C(Cl)C(=O)Cl.CS(C)=O.ClCCl.O>[O:1]=[CH:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[S:9][CH2:10][CH2:11][Cl:12],"A solution of 27.8 g of dimethylsulfoxide in 50 ml of methylene chloride is added to a solution of 22.6 g of oxalyl chloride in 450 ml of methylene chloride at -60°C during one hour, and a solution of 32.7 g of 2-(2-chloroethylthio)benzylalcohol in 50 ml of methylene chloride is added thereto. The mixture is stirred for 15 minutes, and a solution of 71.8 g of triethylamine in 50 ml of methylene chloride is added to the mixture at -60°C. The mixture is stirred at the same temperature for 5 minutes and further stirred at room temperature for one hour. Water is added to the mixture, and the methylene chloride layer is collected therefrom. The methylene chloride solution is washed with water, dried and concentrated under reduced pressure to remove solvent. The residue is distilled under reduced pressure. 29.7 g of 2-(2-chloroethyl- thio)benzaldehyde are obtained as an oil.",Aldehyde Swern oxidation,[91.7369],['O=Cc1ccccc1SCCCl'],['OCc1ccccc1SCCCl'],"['CCN(CC)CC', 'CS(C)=O', 'O', 'O=C(Cl)C(=O)Cl']","['ClCCl', 'ClCCl', 'ClCCl', 'ClCCl']",['2-(2-chloroethyl- thio)benzaldehyde'],['2-(2-chloroethylthio)benzylalcohol'],"['dimethylsulfoxide', 'oxalyl chloride', 'triethylamine', 'Water']","['methylene chloride', 'methylene chloride', 'methylene chloride', 'methylene chloride']"
55,[O:1]=[CH:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[O:9][CH2:10][CH2:11][Cl:12].O[CH2:13][CH2:14][OH:15]>c1ccccc1.O=C(O)O[Na].O=P(O)(O)O>[Cl:12][CH2:11][CH2:10][O:9][c:8]1[cH:7][cH:6][cH:5][cH:4][c:3]1[CH:2]1[O:1][CH2:13][CH2:14][O:15]1,"To a solution of 46.5 g of 2-(2-chloroethyloxy)benzaldehyde obtained in Preparation 4 and 33.2 g of ethylene glycol in 500 ml of benzene is added 0.5 ml of 85% phosphoric acid, and the mixture is refluxed with stirring for about 18 hours while removing the produced water. After the reaction, the reaction mixture is cooled with ice and is made alkaline with saturated sodium bicarbonate solution to separate into two layers. The benzene layer is taken, washed with saturated saline solution, dried and then distilled to remove the solvent. The crude product thus obtained is distilled to give 56 g of 2-(2-chloroethyloxy)benzaldehyde ethyleneacetal (yield: 97%) as a colorless oil.",Aldehyde dioxolane protection,[97.0],['ClCCOc1ccccc1C1OCCO1'],"['O=Cc1ccccc1OCCCl', 'OCCO']",['O=C(O)O[Na]'],"['O=P(O)(O)O', 'c1ccccc1']",['2-(2-chloroethyloxy)benzaldehyde ethyleneacetal'],"['2-(2-chloroethyloxy)benzaldehyde', 'ethylene glycol']",['sodium bicarbonate'],"['phosphoric acid', 'benzene']"
56,[NH2:1][CH2:2][CH2:3][SH:4].O=[CH:5][c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1[O:12][CH2:13][CH2:14][N:15]1[CH2:16][CH:17]=[C:18]([CH2:19][CH2:20]1)[c:21]1[cH:22][cH:23][cH:24][c:25]([cH:26]1)[F:27]>CCO.O[Na]>[F:27][c:25]1[cH:24][cH:23][cH:22][c:21]([cH:26]1)[C:18]1=[CH:17][CH2:16][N:15]([CH2:20][CH2:19]1)[CH2:14][CH2:13][O:12][c:11]1[cH:10][cH:9][cH:8][cH:7][c:6]1[CH:5]1[NH:1][CH2:2][CH2:3][S:4]1,"8.09 g of cysteamine hydrochlorideare dissolved in 450 ml of ethanol, and 2.93 g of sodium hydroxide are added thereto. The mixture is stirred at room temperature for 10 minutes. A solution of 21.05 g of 2-{2-[4-(3-fluorophenyl)-1,2,3,6-tetrahydropyridin-1-yl]ethyloxy}benzaldehyde in 50 ml of ethanol is added to the mixture, and the mixture is further stirred at room temperature for 14 hours. The mixture is concentrated and then extracted with ethyl acetate. The extract is washed with a saturated sodium chloride solution, dried and then evaporated to remove the solvent. The residue is recrystallized from n-hexane. 21.62 g of 2-{2-[2-(4-(3-fluorophenyl)-1,2,3,6-tetrahydropyridin-1-yl)ethyloxy]phenyl}thiazolidine are obtained.",Aldehyde amino thia condensation,[86.9222],['Fc1cccc(C2=CCN(CCOc3ccccc3C3NCCS3)CC2)c1'],"['NCCS', 'O=Cc1ccccc1OCCN1CC=C(c2cccc(F)c2)CC1']",['O[Na]'],"['CCO', 'CCO']","['2-{2-[2-(4-(3-fluorophenyl)-1,2,3,6-tetrahydropyridin-1-yl)ethyloxy]phenyl}thiazolidine']","['cysteamine', '2-{2-[4-(3-fluorophenyl)-1,2,3,6-tetrahydropyridin-1-yl]ethyloxy}benzaldehyde']",['sodium hydroxide'],"['ethanol', 'ethanol']"
